listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
2602,URGENT SALE Spacious Villa in Dubai Sports City | Ready to Move,Covered parking included. Pet friendly building.,Villa,Dubai Sports City,25.06805,55.20163,6,3540,0,2,0,6607,Sofia Marchetti,2026-02-19,active,1,2602
1314,Stunning Townhouse | Al Furjan | Vacant Soon,Available for immediate move-in. Built-in wardrobes throughout.,Townhouse,Al Furjan,25.03099,55.12604,3,2407,0,8,0,10250,Chen Wei,2026-08-27,active,0,1314
2348,Must See! 3BR Apartment Available in Dubai Silicon Oasis,Near international schools. Balcony with community view.,3BR Apartment,Dubai Silicon Oasis,25.14089,55.37349,4,1457,0,9,37,6000,Grace Okafor,2026-06-30,active,0,310
587,Exclusive Townhouse in Al Furjan | High Floor,Near international schools. Covered parking included.,Townhouse,Al Furjan,25.01853,55.1534,4,2241,0,1,0,11000,Chen Wei,2026-04-08,active,0,587
484,Chiller Free 1BR Apartment in Dubai Sports City,"Shared pool and gym access. Available for immediate move-in. Landlord maintained, no agency fees.",1BR Apartment,Dubai Sports City,25.05832,55.23378,2,805,1,14,41,3500,Priya Nair,2026-04-07,active,0,484
745,Stunning Townhouse | Arabian Ranches | Vacant Soon,Available for immediate move-in. Pet friendly building.,Townhouse,Arabian Ranches,25.05297,55.25064,3,2165,1,22,0,11500,Ravi Shankar,2026-05-18,active,0,745
1422,Exclusive 2BR Apartment in Discovery Gardens | High Floor,Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Balcony with community view. Shared pool and gym access.,2BR Apartment,Discovery Gardens,25.04841,55.16272,2,1375,1,9,27,7500,Daniel Reyes,2026-04-18,active,0,1422
906,Spacious 1BR Apartment in Dubai Marina | Ready to Move,Recently renovated kitchen and bathrooms. Pet friendly building. Shared pool and gym access. Balcony with community view.,1BR Apartment,Dubai Marina,25.07606,55.12929,2,856,0,21,24,6750,Chen Wei,2026-08-22,active,0,906
1450,Stunning Studio | Palm Jumeirah | Vacant Soon,"Close to metro station and community mall. Covered parking included. Landlord maintained, no agency fees. Balcony with community view.",Studio,Palm Jumeirah,25.12271,55.14567,0,424,0,7,22,6000,Grace Okafor,2026-06-03,active,0,1450
1368,Exclusive 3BR Apartment in Dubai Marina | High Floor,"Covered parking included. Landlord maintained, no agency fees. Balcony with community view.",3BR Apartment,Dubai Marina,25.06194,55.15794,4,1818,0,3,21,13750,Hassan Ali,2026-01-25,active,0,1368
2199,Stunning Villa | Dubai Sports City | Vacant Soon,Pet friendly building. Balcony with community view. Close to metro station and community mall. Built-in wardrobes throughout.,Villa,Dubai Sports City,25.03501,55.21839,6,4719,1,13,0,20250,Fatima Al-Suwaidi,2026-07-14,active,0,2199
249,3BR Apartment with Full Amenities - Business Bay,"Landlord maintained, no agency fees. Close to metro station and community mall. Balcony with community view. Built-in wardrobes throughout.",3BR Apartment,Business Bay,25.18692,55.23864,4,2014,0,2,17,14250,Ravi Shankar,2026-04-13,active,0,249
1184,Best Deal! Studio in Jumeirah Lake Towers,Available for immediate move-in. Near international schools. Shared pool and gym access.,Studio,Jumeirah Lake Towers,25.05782,55.16463,0,392,0,16,13,2750,Daniel Reyes,2026-07-21,active,0,1184
2242,2BR Apartment in Palm Jumeirah | Well Maintained,Covered parking included. Recently renovated kitchen and bathrooms.,2BR Apartment,Palm Jumeirah,25.10714,55.1592,3,1286,0,1,38,16500,Sofia Marchetti,2026-06-05,active,0,1784
2276,Must See! 3BR Apartment Available in Discovery Gardens,Close to metro station and community mall. Built-in wardrobes throughout. Recently renovated kitchen and bathrooms.,3BR Apartment,Discovery Gardens,25.05986,55.13488,4,1676,0,5,26,9000,Noor Abdullah,2026-07-29,active,0,919
185,Exclusive 1BR Apartment in Al Furjan | High Floor,Close to metro station and community mall. Recently renovated kitchen and bathrooms.,1BR Apartment,Al Furjan,25.01495,55.17242,2,688,0,2,22,3500,Priya Nair,2026-06-17,active,0,185
481,2BR Apartment with Full Amenities - Dubai Silicon Oasis,Close to metro station and community mall. Available for immediate move-in. Shared pool and gym access.,2BR Apartment,Dubai Silicon Oasis,25.1308,55.37172,2,1053,1,6,42,4250,Priya Nair,2026-03-26,active,0,481
1512,Stunning Villa | Dubai Marina | Vacant Soon,Pet friendly building. Shared pool and gym access.,Villa,Dubai Marina,25.09106,55.13694,6,3617,1,10,0,34250,Noor Abdullah,2026-01-10,active,0,1512
2162,Exclusive Townhouse in Arabian Ranches | High Floor,Close to metro station and community mall. Covered parking included.,Townhouse,Arabian Ranches,25.07143,55.25333,3,2342,0,7,0,12500,Daniel Reyes,2026-03-01,active,0,2162
1347,Chiller Free 1BR Apartment in Dubai Silicon Oasis,Close to metro station and community mall. Built-in wardrobes throughout. Balcony with community view. Available for immediate move-in.,1BR Apartment,Dubai Silicon Oasis,25.10308,55.38122,1,701,0,21,14,2250,Daniel Reyes,2026-07-16,active,0,1347
2553,"Hot Deal - Villa in Dubai Marina, Call Now",Near international schools. Covered parking included.,Villa,Dubai Marina,25.09032,55.13661,6,3617,1,10,0,33000,Layla Haddad,2026-01-26,active,0,1512
649,Chiller Free Studio in Al Furjan,Pet friendly building. Recently renovated kitchen and bathrooms. Near international schools.,Studio,Al Furjan,25.01502,55.16418,0,507,0,11,35,2750,Michael Costa,2026-07-17,active,0,649
1754,Stunning Villa | Discovery Gardens | Vacant Soon,"Available for immediate move-in. Built-in wardrobes throughout. Landlord maintained, no agency fees.",Villa,Discovery Gardens,25.04153,55.1653,5,4566,0,7,0,19750,Chen Wei,2026-01-19,active,0,1754
1840,Spacious Townhouse in Jumeirah Lake Towers | Ready to Move,Shared pool and gym access. Built-in wardrobes throughout.,Townhouse,Jumeirah Lake Towers,25.06322,55.15936,4,2334,1,12,0,20000,Yusuf Karimi,2026-04-16,active,0,1840
72,3BR Apartment with Full Amenities - Arabian Ranches,Balcony with community view. Near international schools.,3BR Apartment,Arabian Ranches,25.04067,55.2514,4,1513,1,21,38,10500,Michael Costa,2026-01-02,active,0,72
463,3BR Apartment with Full Amenities - Jumeirah Lake Towers,"Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees.",3BR Apartment,Jumeirah Lake Towers,25.04787,55.11931,3,1425,1,7,17,12000,Omar Farouk,2026-06-14,active,0,463
230,1BR Apartment for Rent in Dubai Sports City - Prime Location,"Landlord maintained, no agency fees. Close to metro station and community mall. Recently renovated kitchen and bathrooms. Balcony with community view.",1BR Apartment,Dubai Sports City,25.0667,55.19811,2,782,0,14,41,3250,Noor Abdullah,2026-01-02,active,0,230
1722,Stunning Villa | Dubai Marina | Vacant Soon,"Available for immediate move-in. Landlord maintained, no agency fees. Pet friendly building. Recently renovated kitchen and bathrooms.",Villa,Dubai Marina,25.08279,55.12305,6,3916,0,15,0,30750,Omar Farouk,2026-04-22,active,0,1722
2555,Brand New Listing: Studio in Dubai Silicon Oasis,Covered parking included. Shared pool and gym access.,Studio,Dubai Silicon Oasis,25.13803,55.36853,0,400,1,11,14,1500,Hassan Ali,2026-03-22,active,0,1144
2461,Arabian Ranches 3BR Apartment - Negotiable Price,Pet friendly building. Recently renovated kitchen and bathrooms. Available for immediate move-in.,3BR Apartment,Arabian Ranches,25.0327,55.28958,3,1973,0,8,19,14000,Anjali Menon,2026-02-25,active,0,1191
21,Stunning 1BR Apartment | Arabian Ranches | Vacant Soon,Shared pool and gym access. Close to metro station and community mall.,1BR Apartment,Arabian Ranches,25.03517,55.29162,2,777,0,11,36,5750,Michael Costa,2026-08-27,active,0,21
553,Stunning 1BR Apartment | Downtown Dubai | Vacant Soon,Near international schools. Built-in wardrobes throughout. Shared pool and gym access.,1BR Apartment,Downtown Dubai,25.1742,55.28504,2,722,0,5,33,8500,Yusuf Karimi,2026-03-29,active,0,553
2041,Chiller Free Studio in Jumeirah Village Circle,Covered parking included. Pet friendly building. Shared pool and gym access.,Studio,Jumeirah Village Circle,25.05023,55.19716,0,538,1,15,7,2750,Priya Nair,2026-08-26,active,0,2041
1181,"Upgraded 2BR Apartment in Jumeirah Lake Towers, Motivated Seller","Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Balcony with community view. Shared pool and gym access.",2BR Apartment,Jumeirah Lake Towers,25.06579,55.16144,3,1373,0,18,35,9000,Omar Farouk,2026-06-20,active,0,1181
2530,Must See! 1BR Apartment Available in Dubai Silicon Oasis,"Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms.",1BR Apartment,Dubai Silicon Oasis,25.10837,55.37291,2,847,0,3,7,3500,Fatima Al-Suwaidi,2026-08-25,active,0,1933
614,Best Deal! Villa in Jumeirah Lake Towers,"Close to metro station and community mall. Landlord maintained, no agency fees.",Villa,Jumeirah Lake Towers,25.08298,55.15797,6,2970,1,15,0,22000,Elena Popescu,2026-08-06,active,0,614
831,Best Deal! Villa in Dubai Sports City,Close to metro station and community mall. Available for immediate move-in.,Villa,Dubai Sports City,25.04951,55.23092,4,3935,1,7,0,16000,Daniel Reyes,2026-05-22,active,0,831
1764,Villa with Full Amenities - Arabian Ranches,Balcony with community view. Covered parking included.,Villa,Arabian Ranches,25.07141,55.26165,5,3474,1,18,0,20500,Yusuf Karimi,2026-07-29,active,0,1764
652,Villa for Rent in Discovery Gardens - Prime Location,Covered parking included. Pet friendly building.,Villa,Discovery Gardens,25.05829,55.12508,5,3133,0,13,0,15750,Sofia Marchetti,2026-02-11,active,0,652
2158,"Upgraded 2BR Apartment in Downtown Dubai, Motivated Seller",Pet friendly building. Available for immediate move-in. Balcony with community view. Covered parking included.,2BR Apartment,Downtown Dubai,25.18182,55.2766,2,1269,0,11,9,12250,Elena Popescu,2026-08-10,active,0,2158
2314,Arabian Ranches 3BR Apartment - Negotiable Price,"Shared pool and gym access. Landlord maintained, no agency fees. Near international schools. Built-in wardrobes throughout.",3BR Apartment,Arabian Ranches,25.03694,55.29183,3,1774,1,18,35,13000,Chen Wei,2026-06-04,active,0,2019
1247,Best Deal! 1BR Apartment in Palm Jumeirah,Near international schools. Balcony with community view. Close to metro station and community mall. Pet friendly building.,1BR Apartment,Palm Jumeirah,25.12995,55.12248,1,830,0,21,41,10000,Anjali Menon,2026-05-22,active,0,1247
301,Exclusive Studio in Dubai Silicon Oasis | High Floor,Available for immediate move-in. Balcony with community view. Shared pool and gym access. Near international schools.,Studio,Dubai Silicon Oasis,25.11743,55.39571,0,444,1,20,11,2000,Chen Wei,2026-05-15,active,0,301
1887,Stunning Townhouse | Al Furjan | Vacant Soon,"Landlord maintained, no agency fees. Shared pool and gym access. Available for immediate move-in. Recently renovated kitchen and bathrooms.",Townhouse,Al Furjan,25.00935,55.17167,3,2439,0,3,0,13750,Layla Haddad,2026-06-16,active,0,1887
280,Exclusive 1BR Apartment in Mirdif | High Floor,Built-in wardrobes throughout. Covered parking included. Available for immediate move-in. Pet friendly building.,1BR Apartment,Mirdif,25.23009,55.44241,2,923,0,14,23,4750,Grace Okafor,2026-04-16,active,0,280
1863,Exclusive 2BR Apartment in Al Furjan | High Floor,Covered parking included. Near international schools.,2BR Apartment,Al Furjan,25.00286,55.13654,2,1245,0,15,26,6000,Daniel Reyes,2026-02-23,active,0,1863
1410,Best Deal! 1BR Apartment in Palm Jumeirah,Built-in wardrobes throughout. Close to metro station and community mall.,1BR Apartment,Palm Jumeirah,25.13596,55.12006,1,711,1,7,38,9250,Anjali Menon,2026-01-02,active,0,1410
1150,Spacious 2BR Apartment in Jumeirah Village Circle | Ready to Move,Available for immediate move-in. Recently renovated kitchen and bathrooms.,2BR Apartment,Jumeirah Village Circle,25.05031,55.21858,2,1042,1,22,20,5250,Grace Okafor,2026-07-27,active,0,1150
2164,Chiller Free Townhouse in Dubai Marina,Close to metro station and community mall. Available for immediate move-in. Balcony with community view.,Townhouse,Dubai Marina,25.06605,55.14413,4,2227,1,17,0,19500,Fatima Al-Suwaidi,2026-02-23,active,0,2164
114,"Upgraded Townhouse in Jumeirah Lake Towers, Motivated Seller",Shared pool and gym access. Recently renovated kitchen and bathrooms.,Townhouse,Jumeirah Lake Towers,25.05354,55.12443,4,2490,0,5,0,18750,Sofia Marchetti,2026-04-20,active,0,114
2282,Brand New Listing: Villa in Downtown Dubai,Close to metro station and community mall. Built-in wardrobes throughout.,Villa,Downtown Dubai,25.19124,55.29688,4,3446,0,9,0,44000,Yusuf Karimi,2026-08-27,active,0,1817
911,Chiller Free Studio in Dubai Sports City,Pet friendly building. Near international schools. Available for immediate move-in. Shared pool and gym access.,Studio,Dubai Sports City,25.06925,55.19879,0,465,0,3,36,1750,Daniel Reyes,2026-04-07,active,0,911
1477,Stunning 2BR Apartment | Downtown Dubai | Vacant Soon,Balcony with community view. Built-in wardrobes throughout.,2BR Apartment,Downtown Dubai,25.20259,55.26151,3,1350,1,16,36,14750,Noor Abdullah,2026-03-16,active,0,1477
1982,Spacious 3BR Apartment in Dubai Silicon Oasis | Ready to Move,Close to metro station and community mall. Pet friendly building. Balcony with community view. Built-in wardrobes throughout.,3BR Apartment,Dubai Silicon Oasis,25.1317,55.40358,3,1915,0,17,38,9000,Omar Farouk,2026-07-24,active,0,1982
1907,Studio with Full Amenities - Palm Jumeirah,"Landlord maintained, no agency fees. Covered parking included. Built-in wardrobes throughout.",Studio,Palm Jumeirah,25.09987,55.15452,0,520,0,9,18,7000,Fatima Al-Suwaidi,2026-01-23,active,0,1907
275,Exclusive Studio in Dubai Silicon Oasis | High Floor,Available for immediate move-in. Pet friendly building.,Studio,Dubai Silicon Oasis,25.13669,55.36501,0,543,0,5,2,2250,Noor Abdullah,2026-01-17,active,0,275
1755,Studio with Full Amenities - Dubai Marina,Shared pool and gym access. Near international schools.,Studio,Dubai Marina,25.05709,55.13593,0,548,0,5,16,5250,Hassan Ali,2026-06-23,active,0,1755
1583,Best Deal! Townhouse in Arabian Ranches,"Pet friendly building. Near international schools. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees.",Townhouse,Arabian Ranches,25.07052,55.2886,4,1957,0,0,0,13000,Anjali Menon,2026-06-21,active,0,1583
1201,Studio with Full Amenities - Jumeirah Lake Towers,"Built-in wardrobes throughout. Balcony with community view. Landlord maintained, no agency fees. Available for immediate move-in.",Studio,Jumeirah Lake Towers,25.07304,55.126,0,458,0,12,36,3000,Hassan Ali,2026-04-21,active,0,1201
2256,Must See! Studio Available in Jumeirah Village Circle,Pet friendly building. Balcony with community view. Shared pool and gym access.,Studio,Jumeirah Village Circle,25.038,55.20037,0,526,1,9,35,3000,Michael Costa,2026-01-25,active,0,1688
353,Exclusive Villa in Dubai Silicon Oasis | High Floor,Built-in wardrobes throughout. Pet friendly building.,Villa,Dubai Silicon Oasis,25.1336,55.35737,6,4048,1,14,0,19000,Priya Nair,2026-07-17,active,0,353
339,Best Deal! Townhouse in Arabian Ranches,Shared pool and gym access. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,Townhouse,Arabian Ranches,25.05053,55.28966,4,2148,1,14,0,15500,Noor Abdullah,2026-04-09,active,0,339
132,Exclusive 3BR Apartment in Al Furjan | High Floor,Shared pool and gym access. Available for immediate move-in. Pet friendly building.,3BR Apartment,Al Furjan,25.00121,55.12417,3,1978,1,22,15,9750,Omar Farouk,2026-01-09,active,0,132
151,"Upgraded Townhouse in Dubai Silicon Oasis, Motivated Seller",Close to metro station and community mall. Pet friendly building. Covered parking included. Available for immediate move-in.,Townhouse,Dubai Silicon Oasis,25.10352,55.3988,3,2560,0,15,0,10000,Sofia Marchetti,2026-07-18,active,0,151
1867,Exclusive 3BR Apartment in Dubai Marina | High Floor,Close to metro station and community mall. Balcony with community view.,3BR Apartment,Dubai Marina,25.09358,55.1382,4,1865,0,18,25,16250,Noor Abdullah,2026-05-30,active,0,1867
2481,"Hot Deal - Villa in Jumeirah Lake Towers, Call Now","Near international schools. Close to metro station and community mall. Pet friendly building. Landlord maintained, no agency fees.",Villa,Jumeirah Lake Towers,25.04651,55.13113,5,4206,1,13,0,29000,Hassan Ali,2026-02-18,active,0,2086
